#,접수번호,접수일자,검체유형,시설명,시료명,의뢰기관,의뢰자,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소,처리기간,처리일,수수료,항목수
,2792400034-01,2024-02-28,실내공기질/실내공기질/나,미소인요양원,1F 로비,고양시,고양시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-3318,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,노인요양시설,"경기 고양시 덕양구 마상로126번길 91 , 줌시티 3층 기후에너지과",,,,2024-02-28,경기 고양시 덕양구 행주산성로 177 (행주외동),12,2024-03-15,0,5
,2792400034-02,2024-02-28,실내공기질/실내공기질/나,미소인요양원,2F 로비,고양시,고양시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-3318,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,노인요양시설,"경기 고양시 덕양구 마상로126번길 91 , 줌시티 3층 기후에너지과",,,,2024-02-28,경기 고양시 덕양구 행주산성로 177 (행주외동),12,2024-03-15,0,5
,2792400035-01,2024-02-28,대기및악취/지도점검/대 기,,15-02-03,포천시,포천시장,,결과승인완료,0,,,,,2024-02-29,관원,,,적합,환경지도과-3635,2024-02-28,경기도보건환경연구원북부지원-2833,2024-02-29,2024-02-29,대기환경팀(B),김찬혁,,,,,,경기도 포천시 중앙로 87,,,,2024-02-22,,0,,0,2
,2792400035-02,2024-02-28,대기및악취/지도점검/대 기,,15-02-04,포천시,포천시장,,결과승인완료,0,,,,,2024-02-29,관원,,,적합,환경지도과-3635,2024-02-28,경기도보건환경연구원북부지원-2833,2024-02-29,2024-02-29,대기환경팀(B),김찬혁,,,,,,경기도 포천시 중앙로 87,,,,2024-02-22,,0,,0,2
,2792400035-03,2024-02-28,대기및악취/지도점검/대 기,,15-02-05,포천시,포천시장,,결과승인완료,0,,,,,2024-02-29,관원,,,적합,환경지도과-3635,2024-02-28,경기도보건환경연구원북부지원-2833,2024-02-29,2024-02-29,대기환경팀(B),김찬혁,,,,,,경기도 포천시 중앙로 87,,,,2024-02-22,,0,,0,2
,2792400036-01,2024-02-28,대기및악취/지도점검/대 기,,15-02-06,포천시,포천시장,,결과승인완료,0,,,,,2024-02-29,관원,,,적합,환경지도과-3668,2024-02-28,경기도보건환경연구원북부지원-2834,2024-02-29,2024-02-29,대기환경팀(B),김찬혁,,,,,,경기도 포천시 중앙로 87,,,,2024-02-26,,20,2024-03-27,0,2
,2792400036-02,2024-02-28,대기및악취/지도점검/대 기,,15-02-07,포천시,포천시장,,결과승인완료,0,,,,,2024-02-29,관원,,,적합,환경지도과-3668,2024-02-28,경기도보건환경연구원북부지원-2834,2024-02-29,2024-02-29,대기환경팀(B),김찬혁,,,,,,경기도 포천시 중앙로 87,,,,2024-02-26,,20,2024-03-27,0,2
,2792400036-03,2024-02-28,대기및악취/지도점검/대 기,,15-02-08,포천시,포천시장,,결과승인완료,0,,,,,2024-02-29,관원,,,적합,환경지도과-3668,2024-02-28,경기도보건환경연구원북부지원-2834,2024-02-29,2024-02-29,대기환경팀(B),김찬혁,,,,,,경기도 포천시 중앙로 87,,,,2024-02-27,,20,2024-03-27,0,2
,2792400038-01,2024-02-28,대기및악취/지도점검/대 기,(주)코알코,1호기,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후환경관리과-4485,2024-02-23,경기도보건환경연구원북부지원-3317,2024-03-11,2024-03-11,대기환경팀(B),위효빈,,,,,반사로(11.96m2),경기 의정부시 청사로 1 (신곡동),,,,2024-02-28,경기 파주시 적성면 적성산단1로 39-13 측정공,9,2024-03-12,0,5
,2792400039-01,2024-03-04,실내공기질/실내공기질/나,산정호수 노인요양센터,1층 복도,포천시,포천시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,환경지도과-3703,2024-02-28,경기도보건환경연구원북부지원-3313,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 92,,,,2024-03-04,경기 포천시 영북면 산정호수로 344,12,2024-03-19,0,1
,2792400039-02,2024-03-04,실내공기질/실내공기질/나,산정호수 노인요양센터,2층 복도,포천시,포천시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,환경지도과-3703,2024-02-28,경기도보건환경연구원북부지원-3313,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 92,,,,2024-03-04,경기 포천시 영북면 산정호수로 344,12,2024-03-19,0,1
,2792400040-01,2024-03-04,실내공기질/실내공기질/나,온누리요양원,1층 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-04,경기 양주시 장흥면 가마골로 246-54,12,2024-03-19,0,5
,2792400040-02,2024-03-04,실내공기질/실내공기질/나,온누리요양원,2층 204호,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-04,경기 양주시 장흥면 가마골로 246-54,12,2024-03-19,0,5
,2792400041-01,2024-03-05,실내공기질/실내공기질/나,더클래식요양원,1F 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-05,경기 양주시 장흥면 호국로 95-12,12,2024-03-20,0,5
,2792400041-02,2024-03-05,실내공기질/실내공기질/나,더클래식요양원,5F 거실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-05,경기 양주시 장흥면 호국로 95-12,12,2024-03-20,0,5
,2792400042-01,2024-03-05,실내공기질/실내공기질/나,일영실버케어,1F로비,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-05,경기 양주시 장흥면 호국로 95-14,12,2024-03-20,0,5
,2792400042-02,2024-03-05,실내공기질/실내공기질/나,일영실버케어,5F생활실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-05,경기 양주시 장흥면 호국로 95-14,12,2024-03-20,0,5
,2792400043-01,2024-03-06,대기및악취/지도점검/대 기,,15-02-09,포천시,포천시장,,결과승인완료,0,,,,,2024-03-06,관원,,,적합,환경지도과-3927,2024-03-04,경기도보건환경연구원북부지원-3039,2024-03-06,2024-03-06,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-02-28,,20,2024-04-02,0,2
,2792400044-01,2024-03-06,실내공기질/실내공기질/나,유니어린이집,1F 하예반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-18,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3699,2024-03-18,2024-03-18,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-06,경기 양주시 부흥로1907번길 117 (광사동),12,2024-03-21,0,5
,2792400044-02,2024-03-06,실내공기질/실내공기질/나,유니어린이집,2F 복도,양주시,양주시장,,결과승인완료,0,,,,,2024-03-18,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3699,2024-03-18,2024-03-18,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-06,경기 양주시 부흥로1907번길 117 (광사동),12,2024-03-21,0,5
,2792400045-01,2024-03-06,실내공기질/실내공기질/나,키즈팜어린이집,1F 현관,양주시,양주시장,,결과승인완료,0,,,,,2024-03-18,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3699,2024-03-18,2024-03-18,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-06,경기 양주시 만송로 417-17 (만송동),12,2024-03-21,0,5
,2792400045-02,2024-03-06,실내공기질/실내공기질/나,키즈팜어린이집,2F 연장반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-18,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3699,2024-03-18,2024-03-18,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-06,경기 양주시 만송로 417-17 (만송동),12,2024-03-21,0,5
,2792400046-01,2024-03-07,대기및악취/지도점검/대 기,,15-03-01,포천시,포천시장,,결과승인완료,0,,,,,2024-03-07,관원,,,적합,환경지도과-4029,2024-03-06,경기도보건환경연구원북부지원-3133,2024-03-07,2024-03-07,대기환경팀(B),김찬혁,,,,,,경기도 포천시 중앙로 87,,,,2024-03-04,,20,2024-04-03,0,2
,2792400047-01,2024-03-05,대기및악취/자체개선/대 기,(주)21그램그룹,(주)21그램그룹,남양주시,남양주시장,,결과승인완료,1,질소산화물,,,,2024-03-13,관원,,,부적합,기후에너지과-9323,2024-02-27,경기도보건환경연구원북부지원-3472,2024-03-13,2024-03-13,대기환경팀(B),김재광,,,,,동물화장시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-03-05,경기 남양주시 화도읍 수레로964번길 86,7,2024-03-13,0,6
,2792400048-01,2024-03-08,대기및악취/지도점검/대 기,,15-03-02,포천시,포천시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,환경지도과-4320,2024-03-08,경기도보건환경연구원북부지원-3337,2024-03-11,2024-03-11,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-03-05,,20,2024-04-04,0,2
,2792400049-01,2024-03-07,실내공기질/실내공기질/나,회천어린이집,1층 새싹반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-21,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3893,2024-03-21,2024-03-21,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-07,경기 양주시 덕정9길 30 (덕정동),12,2024-03-22,0,5
,2792400049-02,2024-03-07,실내공기질/실내공기질/나,회천어린이집,2층 푸른반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-21,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3893,2024-03-21,2024-03-21,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-07,경기 양주시 덕정9길 30 (덕정동),12,2024-03-22,0,5
,2792400050-01,2024-03-11,실내공기질/실내공기질/나,덕계어린이집,1층 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 평화로1435번길 56 (덕계동),12,2024-03-26,0,5
,2792400050-02,2024-03-11,실내공기질/실내공기질/나,덕계어린이집,2층 유희실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 평화로1435번길 56 (덕계동),12,2024-03-26,0,5
,2792400051-01,2024-03-11,실내공기질/실내공기질/나,양주경찰서 어린이집,1층 현관,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 평화로 1699 (회정동),12,2024-03-26,0,5
,2792400051-02,2024-03-11,실내공기질/실내공기질/나,양주경찰서 어린이집,1층 유희실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 평화로 1699 (회정동),12,2024-03-26,0,5
,2792400052-01,2024-03-11,실내공기질/실내공기질/나,예인프리스쿨 어린이집,1층 캠브리지반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 화합로1597번길 40 (회암동),12,2024-03-26,0,5
,2792400052-02,2024-03-11,실내공기질/실내공기질/나,예인프리스쿨 어린이집,3층 특강반,양주시,양주시장,,결과승인완료,1,이산화탄소,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 화합로1597번길 40 (회암동),12,2024-03-26,0,5
,2792400053-01,2024-03-11,실내공기질/실내공기질/나,경기북부경찰청 어린이집,1층 도담반,의정부시,의정부시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-4081,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-03-11,경기 의정부시 금오로23번길 22-49 (금오동),12,2024-03-26,0,5
,2792400053-02,2024-03-11,실내공기질/실내공기질/나,경기북부경찰청 어린이집,3층 도담뜰,의정부시,의정부시장,,결과승인완료,1,이산화탄소,,,,2024-03-25,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-4081,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-03-11,경기 의정부시 금오로23번길 22-49 (금오동),12,2024-03-26,0,5
,2792400054-01,2024-03-07,대기및악취/지도점검/대 기,,15-03-03,포천시,포천시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,환경지도과-4425,2024-03-11,경기도보건환경연구원북부지원-3456,2024-03-13,2024-03-13,대기환경팀(B),김찬혁,,,,,연마시설,경기도 포천시 중앙로 87,,,,2024-03-06,,20,2024-04-03,0,2
,2792400054-02,2024-03-07,대기및악취/지도점검/대 기,,15-03-04,포천시,포천시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,환경지도과-4425,2024-03-11,경기도보건환경연구원북부지원-3456,2024-03-13,2024-03-13,대기환경팀(B),김찬혁,,,,,연마시설,경기도 포천시 중앙로 87,,,,2024-03-06,,20,2024-04-03,0,2
,2792400054-03,2024-03-07,대기및악취/지도점검/대 기,,15-03-05,포천시,포천시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,환경지도과-4425,2024-03-11,경기도보건환경연구원북부지원-3456,2024-03-13,2024-03-13,대기환경팀(B),김찬혁,,,,,연마시설,경기도 포천시 중앙로 87,,,,2024-03-06,,20,2024-04-03,0,2
,2792400055-01,2024-03-11,대기및악취/지도점검/대 기,,15-03-06,포천시,포천시장,,결과승인완료,0,,,,,2024-03-14,관원,,,적합,환경지도과-4635,2024-03-12,경기도보건환경연구원북부지원-3542,2024-03-14,2024-03-14,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-03-11,,0,,0,2
,2792400056-01,2024-03-13,실내공기질/실내공기질/나,공립 백석어린이집,1층 유희실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-26,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4121,2024-03-26,2024-03-26,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-13,경기 양주시 백석읍 꿈나무로 193,12,2024-03-28,0,5
,2792400056-02,2024-03-13,실내공기질/실내공기질/나,공립 백석어린이집,2층 유희실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-26,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4121,2024-03-26,2024-03-26,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-13,경기 양주시 백석읍 꿈나무로 193,12,2024-03-28,0,5
,2792400057-01,2024-03-13,실내공기질/실내공기질/나,녹양어린이집,1층 로비,의정부시,의정부시장,,결과승인완료,0,,,,,2024-03-26,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-4116,2024-03-26,2024-03-26,대기환경팀(B),김지영,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-03-13,경기 의정부시 체육로 250-25 (녹양동),12,2024-03-28,0,5
